466,6865
2580,3477
824,2757
364,3745
580,1933
3611,8490
2737,3861
3457,5834
3515,9270
5438,14514
2968,14224
16,11
256,8232
4358,10879
442,12046
387,12057
3189,12893
5320,13287
2717,3817
3530,8564
520,1048
3677,8561
2540,3343
872,7449
4756,11027
2954,5943
3328,9875
4434,15774
587,16835
333,602
5902,15932
963,3540
3972,8244
4745,13378
5165,15971
689,1286
355,643
462,5243
4935,11529
3818,7062
3996,8336
4684,17458
609,2323
5897,15451
2829,9296
2040,1993
3085,6313
3217,11699
5529,13330
67,104
3635,6349
7080,18655
3051,4835
2968,4543
2241,5862
4825,12418
6166,19004
3758,13831
728,1333
3189,17745
2200,5057
2790,4005
3081,4897
4597,10463
206,16722
5747,14111
4531,17262
2379,3040
3949,8139
906,16272
723,4467
737,1341
5498,19152
4716,10884
5225,12328
5943,18472
4159,8873
5863,17096
4343,9567
403,14515
995,8980
2561,12946
6636,17195
2658,4908
387,6160
6211,18128
363,664
3064,4868
18,2687
7039,18531
91,173
713,4289
4235,11950
3178,13332
2736,3874
4151,15218
117,11010
4105,12486
6701,18779
5193,16749
612,1840
3841,8504
4265,9287
2740,4291
3862,12886
4543,12977
945,9289
5656,13775
2649,12451
4631,14248
3158,5422
2185,10930
471,15819
875,331
659,228
5550,17420
2089,2533
112,8379
650,3237
666,4802
4199,9010
184,371
4360,9619
2281,2773
5141,12161
510,4379
3572,6130
3765,6918
362,4713
895,1500
3892,10011
5748,14859
146,16389
3026,6508
430,825
6076,15432
2391,3979
4253,11680
3430,12966
5596,13574
6666,17314
5643,13742
204,412
5055,14138
894,7988
631,3549
2191,6045
4086,17126
261,1580
146,285
192,6114
5062,13388
3688,11946
3925,13812
2144,8702
2124,4911
992,8856
209,424
2551,8148
2190,18175
2374,3034
511,1034
101,4095
121,232
5417,12960
2543,15077
6197,15724
4581,14271
16,8
4336,9556
5482,15460
4032,8448
2543,5190
4410,10959
2063,3309
614,1210
1010,2294
4765,13030
4992,11692
4881,17741
6698,18953
5927,14886
6248,16710
5823,18376
838,1440
5600,13596
3150,9331
693,1706
4046,10566
4348,9579
197,14670
891,3785
3926,10155
6520,18515
2927,4425
354,2070
4306,9494
2992,12478
4697,16629
3451,11898
3104,6207
3710,8343
4700,10819
5101,18782
6216,18426
364,2357
2723,7090
4276,9346
5473,13148
159,13508
533,1078
1007,10543
4896,13789
59,80
4648,13699
5316,19322
2176,8483
4806,11130
871,8072
4759,11039
4364,9624
3341,11402
2428,13573
57,5356
